Product_name,Brand,Discounted_Price,Discount,Original_Price,Ratings,Total_Ratings,Product_URL,Platform
Happilo 100% Natural Premium Whole Nuts Cashews,Happilo,251.0,25.0,335.0,4.4,14631,https://www.flipkart.com/happilo-100-natural-premium-whole-nuts-cashews/p/itmf4n9p4y6qyn6y?pid=NDFF4N9PAKGQJJEC&lid=LSTNDFF4N9PAKGQJJECTEPWTH&marketplace=FLIPKART&srno=b_2_76&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.NDFF4N9PAKGQJJEC.SEARCH&ssid=ses2m80o1c0000001591294963353,Flipkart
WOW Life Science Organic Apple Cider Vinegar - with str...,WOW,454.0,49.0,899.0,4.3,10738,https://www.flipkart.com/wow-life-science-organic-apple-cider-vinegar-strand-mother-not-concentrate/p/itm1635c87758835?pid=ESRFFFNY9GNFUGYB&lid=LSTESRFFFNY9GNFUGYBGXZMXO&marketplace=FLIPKART&srno=b_2_77&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.ESRFFFNY9GNFUGYB.SEARCH&ssid=ses2m80o1c0000001591294963353,Flipkart
Nestle Everyday Shahi Ghee Ghee 1 L Tetrapack,Nestle,469.0,6.0,500.0,4.5,74,https://www.flipkart.com/nestle-everyday-shahi-ghee-1-l-tetrapack/p/itm9d2b07e1d4c88?pid=GHEFQX2TUUVNTY7U&lid=LSTGHEFQX2TUUVNTY7UZUKCLK&marketplace=FLIPKART&srno=b_2_78&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.GHEFQX2TUUVNTY7U.SEARCH&ssid=ses2m80o1c0000001591294963353,Flipkart
Happilo Premium Afghani Seedless Black Raisins,Happilo,202.0,10.0,225.0,4.3,5327,https://www.flipkart.com/happilo-premium-afghani-seedless-black-raisins/p/itmf4n9pjvtyegdv?pid=NDFF4N9PZ6P4RKWB&lid=LSTNDFF4N9PZ6P4RKWBU5D0UH&marketplace=FLIPKART&srno=b_2_79&otracker=browse&fm=organic&iid=faf6c814-cf13-4734-ae31-75f68bd7a838.NDFF4N9PZ6P4RKWB.SEARCH&ssid=ses2m80o1c0000001591294963353,Flipkart
Emami Healthy & Tasty Refined Rice Bran Oil Pouch,Emami,123.0,1.0,125.0,4.5,1725,https://www.flipkart.com/emami-healthy-tasty-refined-rice-bran-oil-pouch/p/itmevt5u3zecfgpy?pid=EDOEVT5UGZXJYAHU&lid=LSTEDOEVT5UGZXJYAHUXIIJNQ&marketplace=FLIPKART&srno=b_3_81&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.EDOEVT5UGZXJYAHU.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Madhusudan Desi Ghee 1 L Carton,Madhusudan,494.0,5.0,525.0,4.1,166,https://www.flipkart.com/madhusudan-desi-ghee-1-l-carton/p/itmfbd3w2bh3g5fn?pid=GHEF6TFFHS9VJFEF&lid=LSTGHEF6TFFHS9VJFEFOUY7GL&marketplace=FLIPKART&srno=b_3_82&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.GHEF6TFFHS9VJFEF.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Nescafe Greetings - The Ultimate Instant Coffee Kit 100...,Nescafe,594.0,15.0,699.0,4.4,11164,https://www.flipkart.com/nescafe-greetings-ultimate-instant-coffee-kit-100-g/p/itmfawg7pc5wvyuc?pid=CFEFAWG7SGXJCYHA&lid=LSTCFEFAWG7SGXJCYHAGNLFZ9&marketplace=FLIPKART&srno=b_3_83&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.CFEFAWG7SGXJCYHA.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Pintola All Natural Export Quality Peanut Butter (Crunc...,Pintola,399.0,6.0,425.0,4.4,23075,https://www.flipkart.com/pintola-all-natural-export-quality-peanut-butter-crunchy-1-kg/p/itmf6gsmdanwwn5g?pid=JASFYBHBBMTSJCTB&lid=LSTJASFYBHBBMTSJCTBLKKY7R&marketplace=FLIPKART&srno=b_3_84&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.JASFYBHBBMTSJCTB.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Roxy Gold Chakki Atta,Roxy,188.0,24.0,250.0,4.2,850,https://www.flipkart.com/roxy-gold-chakki-atta/p/itmfcgcgau8p4e4v?pid=FLREU6Z6FADGJNZH&lid=LSTFLREU6Z6FADGJNZHAIATNQ&marketplace=FLIPKART&srno=b_3_85&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.FLREU6Z6FADGJNZH.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Pediasure Specialized Nutrition Energy Drink,Pediasure,363.0,8.0,395.0,4.5,1111,https://www.flipkart.com/pediasure-specialized-nutrition-energy-drink/p/itm522f393c1f435?pid=ESRFKEP8N2YH7Y57&lid=LSTESRFKEP8N2YH7Y57K7GZES&marketplace=FLIPKART&srno=b_3_86&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ESRFKEP8N2YH7Y57.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Happilo Premium Dried Turkish Apricots,Happilo,213.0,25.0,285.0,4.1,1321,https://www.flipkart.com/happilo-premium-dried-turkish-apricots/p/itmf4n9pfnr5pphy?pid=NDFF4N9P3JDMSFJF&lid=LSTNDFF4N9P3JDMSFJFXWFVQB&marketplace=FLIPKART&srno=b_3_87&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.NDFF4N9P3JDMSFJF.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Toor Dal,Toor Dal,113.0,31.0,165.0,4.2,8286,https://www.flipkart.com/toor-dal/p/itmeymkrcrf3mdx9?pid=PLSEWWBTR5HGJDNX&lid=LSTPLSEWWBTR5HGJDNX85NEYS&marketplace=FLIPKART&srno=b_3_88&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.PLSEWWBTR5HGJDNX.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Pintola All Natural Export Peanut Butter (Creamy) 1 kg,Pintola,399.0,6.0,425.0,4.3,23477,https://www.flipkart.com/pintola-all-natural-export-peanut-butter-creamy-1-kg/p/itmf6gsmjg2zawhx?pid=JASFY6TB5ZTSYFMH&lid=LSTJASFY6TB5ZTSYFMHLKHIMI&marketplace=FLIPKART&srno=b_3_89&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.JASFY6TB5ZTSYFMH.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Betty Crocker Pancake Mix 500 g,Betty,188.0,8.0,205.0,4.3,915,https://www.flipkart.com/betty-crocker-pancake-mix-500-g/p/itmet9fwetzzk3aa?pid=RYMET9FWNBKUEW6M&lid=LSTRYMET9FWNBKUEW6MYAC3OJ&marketplace=FLIPKART&srno=b_3_90&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.RYMET9FWNBKUEW6M.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Happilo 100% Natural Premium Californian Inshell Walnut...,Happilo,411.0,12.0,470.0,4.2,1266,https://www.flipkart.com/happilo-100-natural-premium-californian-inshell-walnuts/p/itmf8yjscbsq45ty?pid=NDFF8YJR9D2WWKVC&lid=LSTNDFF8YJR9D2WWKVCSYLD0S&marketplace=FLIPKART&srno=b_3_91&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.NDFF8YJR9D2WWKVC.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Sugar Free Natura Sweetener,Sugar,137.0,3.0,142.0,4.5,363,https://www.flipkart.com/sugar-free-natura-sweetener/p/itmfy6wghhpjgmvk?pid=ARSFZJHHXXPCCRFF&lid=LSTARSFZJHHXXPCCRFFOHPUPQ&marketplace=FLIPKART&srno=b_3_92&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ARSFZJHHXXPCCRFF.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Nescafe Gold Instant Coffee,Nescafe,255.0,12.0,290.0,4.5,3189,https://www.flipkart.com/nescafe-gold-instant-coffee/p/itmevbc2p7fat4zh?pid=CFEEVBC232ZRJGCG&lid=LSTCFEEVBC232ZRJGCGJIXN5Q&marketplace=FLIPKART&srno=b_3_93&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.CFEEVBC232ZRJGCG.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Sugar Free Gold Sweetener,Sugar,133.0,5.0,140.0,4.6,375,https://www.flipkart.com/sugar-free-gold-sweetener/p/itmez22uea4ynfwe?pid=ARSFZJHHQMNGGZJU&lid=LSTARSFZJHHQMNGGZJUOKK9R0&marketplace=FLIPKART&srno=b_3_94&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ARSFZJHHQMNGGZJU.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Quaker Oats,Quaker Oats,189.0,0.0,190.0,4.5,10683,https://www.flipkart.com/quaker-oats/p/itmf3qzpykhzhyr2?pid=CAFEUBVQXDJKHC9X&lid=LSTCAFEUBVQXDJKHC9XQBZK7O&marketplace=FLIPKART&srno=b_3_95&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.CAFEUBVQXDJKHC9X.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Cadbury Bournvita Pro Health Vitamins,Cadbury,275.0,8.0,302.0,4.5,1444,https://www.flipkart.com/cadbury-bournvita-pro-health-vitamins/p/itmf9bmpk9fehjhv?pid=MDMETGN5XTYUENFH&lid=LSTMDMETGN5XTYUENFHJSO23M&marketplace=FLIPKART&srno=b_3_96&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.MDMETGN5XTYUENFH.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Oleev Imported Pomace Olive Oil Plastic Bottle,Oleev,327.0,63.0,899.0,4.2,170,https://www.flipkart.com/oleev-imported-pomace-olive-oil-plastic-bottle/p/itmfcs7ykpzxhwwh?pid=EDOEUHJMTEESBZZT&lid=LSTEDOEUHJMTEESBZZTF3WBWF&marketplace=FLIPKART&srno=b_3_98&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.EDOEUHJMTEESBZZT.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Ananda Ghee 1 L Carton,Ananda,439.0,13.0,510.0,4.2,2497,https://www.flipkart.com/ananda-ghee-1-l-carton/p/itmf6qsab89cuzfn?pid=GHEF6QSAGZG6HPZH&lid=LSTGHEF6QSAGZG6HPZHNLWPGM&marketplace=FLIPKART&srno=b_3_99&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.GHEF6QSAGZG6HPZH.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Nestle MILO Activ-Go Powder Health Drink (Chocolate Fla...,Nestle,207.0,10.0,230.0,4.5,322,https://www.flipkart.com/nestle-milo-activ-go-powder-health-drink-chocolate-flavour/p/itmaf6119ed4a594?pid=MDMFKFPEYGZFPYFH&lid=LSTMDMFKFPEYGZFPYFHCHATXI&marketplace=FLIPKART&srno=b_3_100&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.MDMFKFPEYGZFPYFH.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
AS-IT-IS Nutrition Whey Protein,AS-IT-IS,2249.0,27.0,3099.0,4.2,45356,https://www.flipkart.com/as-it-is-nutrition-whey-protein/p/itmdea5a1e988c94?pid=PSLFJZFX7CHV5RS2&lid=LSTPSLFJZFX7CHV5RS2AYWFI4&marketplace=FLIPKART&srno=b_3_101&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.PSLFJZFX7CHV5RS2.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Women's Horlicks Calseal Formula - Caramel Flavour,Women's,278.0,7.0,299.0,4.5,3442,https://www.flipkart.com/women-s-horlicks-calseal-formula-caramel-flavour/p/itmexyzfuzjf79zm?pid=MDMETGN54VNKYTVZ&lid=LSTMDMETGN54VNKYTVZXTI7OR&marketplace=FLIPKART&srno=b_3_102&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.MDMETGN54VNKYTVZ.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Akiva Superfoods Organic Jaggery Powder - 900gm Jaggery,Akiva,265.0,10.0,295.0,4.6,9,https://www.flipkart.com/akiva-superfoods-organic-jaggery-powder-900gm/p/itmaddc97d0eea2c?pid=JGRFQFHEHCFJUTWB&lid=LSTJGRFQFHEHCFJUTWBLTYXEX&marketplace=FLIPKART&srno=b_3_104&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.JGRFQFHEHCFJUTWB.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
"CCDS Bakers Instant Yeast For Baking, Proofing, Making ...",CCDS,239.0,4.0,249.0,4.3,667,https://www.flipkart.com/ccds-bakers-instant-yeast-baking-proofing-making-wine-125-grams-powder/p/itmfchs56kxgf7es?pid=BKIFCKZJQSB9DZHK&lid=LSTBKIFCKZJQSB9DZHKH8OQX0&marketplace=FLIPKART&srno=b_3_105&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.BKIFCKZJQSB9DZHK.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Dabur Chyawanprash,Dabur Chyawanprash,176.0,2.0,180.0,4.4,13424,https://www.flipkart.com/dabur-chyawanprash/p/itmfd96nhm2nyurz?pid=CHNEZGMNRJTGDFBR&lid=LSTCHNEZGMNRJTGDFBRE0M0UG&marketplace=FLIPKART&srno=b_3_107&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.CHNEZGMNRJTGDFBR.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Cadbury Bournvita 5 Star Magic Health Nutrition Drink,Cadbury,224.0,3.0,231.0,4.4,5684,https://www.flipkart.com/cadbury-bournvita-5-star-magic-health-nutrition-drink/p/itmfd4gzcjqck23x?pid=ESRFD4GZZVZFXXFZ&lid=LSTESRFD4GZZVZFXXFZHUK9SC&marketplace=FLIPKART&srno=b_3_108&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ESRFD4GZZVZFXXFZ.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Sugar Free Green 300 Pellets Sweetener,Sugar,204.0,5.0,215.0,4.5,104,https://www.flipkart.com/sugar-free-green-300-pellets-sweetener/p/itm249f2c58333fe?pid=ARSFZJHH2GQSXYDT&lid=LSTARSFZJHH2GQSXYDT2AVZXK&marketplace=FLIPKART&srno=b_3_109&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ARSFZJHH2GQSXYDT.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
CCDS Castor Sugar 500 gm Sugar,CCDS,125.0,7.0,135.0,4.5,39,https://www.flipkart.com/ccds-castor-sugar-500-gm/p/itm0a3239fa49f91?pid=BKIFCY7DDTJRFC3M&lid=LSTBKIFCY7DDTJRFC3MCWX5TF&marketplace=FLIPKART&srno=b_3_110&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.BKIFCY7DDTJRFC3M.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Cadbury Bournvita Little Champs Health Nutrition Drink,Cadbury,274.0,3.0,283.0,4.5,3551,https://www.flipkart.com/cadbury-bournvita-little-champs-health-nutrition-drink/p/itmfczvqjdmahbmx?pid=ESRFCZVQXVFPPPY8&lid=LSTESRFCZVQXVFPPPY8IKVOCZ&marketplace=FLIPKART&srno=b_3_111&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ESRFCZVQXVFPPPY8.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Dhara Refined Sunflower Oil Pouch,Dhara,116.0,7.0,125.0,4.4,729,https://www.flipkart.com/dhara-refined-sunflower-oil-pouch/p/itmfy5zsbgukdew6?pid=EDOEU6N5PEZKJ63A&lid=LSTEDOEU6N5PEZKJ63A7AUJI5&marketplace=FLIPKART&srno=b_3_115&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.EDOEU6N5PEZKJ63A.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Real Basmati 1121 Steam (Pack of 3) Basmati Rice (Long ...,Real,460.0,4.0,480.0,4.2,9,https://www.flipkart.com/real-basmati-1121-steam-pack-3-rice-long-grain-unpolished/p/itmea0a528540d28?pid=RICF7UH3PURAFHC4&lid=LSTRICF7UH3PURAFHC4UKUX1Q&marketplace=FLIPKART&srno=b_3_116&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.RICF7UH3PURAFHC4.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Pintola Classic Peanut Butter (Crunchy) 1 kg,Pintola,329.0,5.0,349.0,4.4,6931,https://www.flipkart.com/pintola-classic-peanut-butter-crunchy-1-kg/p/itmf5yv7rup8ya5h?pid=JASFYBKHYZZFZ6UF&lid=LSTJASFYBKHYZZFZ6UFUO5AEG&marketplace=FLIPKART&srno=b_3_117&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.JASFYBKHYZZFZ6UF.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
MYFITNESS Chocolaty Peanut Butter 510 g,MYFITNESS,299.0,6.0,320.0,4.5,5261,https://www.flipkart.com/myfitness-chocolaty-peanut-butter-510-g/p/itmf76gshpppjagr?pid=JASF78GMYGR7CMEY&lid=LSTJASF78GMYGR7CMEY7G5B1Q&marketplace=FLIPKART&srno=b_3_118&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.JASF78GMYGR7CMEY.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Sugar Free Natura 500 Pellets Sweetener,Sugar,285.0,5.0,300.0,4.6,422,https://www.flipkart.com/sugar-free-natura-500-pellets-sweetener/p/itm6f1a0dca37f58?pid=ARSFZJHHPYYCPE2F&lid=LSTARSFZJHHPYYCPE2FOG2XHM&marketplace=FLIPKART&srno=b_3_119&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.ARSFZJHHPYYCPE2F.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Kellogg's Corn Flakes Real Almond & Honey,Kellogg's,510.0,7.0,550.0,4.6,958,https://www.flipkart.com/kellogg-s-corn-flakes-real-almond-honey/p/itmf3qzpgwejvabk?pid=CAFETEG6NRYCZGG5&lid=LSTCAFETEG6NRYCZGG5HPGQTG&marketplace=FLIPKART&srno=b_3_120&otracker=browse&fm=organic&iid=1b4c7bba-f8c8-4400-8646-5dce77a72f06.CAFETEG6NRYCZGG5.SEARCH&ssid=a2zh2a9zgg0000001591294977584,Flipkart
Lite Horlicks Badam Flavour,Lite,280.0,2.0,288.0,4.5,1730,https://www.flipkart.com/lite-horlicks-badam-flavour/p/itmf7nyfzgayvngx?pid=MDMETGN5GQBFGADM&lid=LSTMDMETGN5GQBFGADMQ1GG7K&marketplace=FLIPKART&srno=b_4_121&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.MDMETGN5GQBFGADM.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Happilo Premium International Queen Kalmi Dates,Happilo,367.0,25.0,490.0,4.3,618,https://www.flipkart.com/happilo-premium-international-queen-kalmi-dates/p/itmf96gz9hzazxqr?pid=NDFF8YJSHCGG2E2D&lid=LSTNDFF8YJSHCGG2E2DL5GK00&marketplace=FLIPKART&srno=b_4_123&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.NDFF8YJSHCGG2E2D.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Pillsbury Milk Choco Spread 290 g,Pillsbury,240.0,17.0,290.0,4.4,334,https://www.flipkart.com/pillsbury-milk-choco-spread-290-g/p/itmezp7nwrhaa3m9?pid=JASET5SBS8DMFGRK&lid=LSTJASET5SBS8DMFGRKTM0VIE&marketplace=FLIPKART&srno=b_4_125&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.JASET5SBS8DMFGRK.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Hershey's Spreads Cocoa 350 g,Hershey's,221.0,15.0,260.0,4.4,1849,https://www.flipkart.com/hershey-s-spreads-cocoa-350-g/p/itmet5sbxd4s5hz5?pid=JASET5SBHJVG7SX9&lid=LSTJASET5SBHJVG7SX9H6BJ5O&marketplace=FLIPKART&srno=b_4_126&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.JASET5SBHJVG7SX9.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
MYFITNESS Chocolate Peanut Butter 1250 g,MYFITNESS,549.0,15.0,649.0,4.5,1212,https://www.flipkart.com/myfitness-chocolate-peanut-butter-1250-g/p/itmfhr7waz2rdvzs?pid=JASFGU94SHSF4C89&lid=LSTJASFGU94SHSF4C8949ACMO&marketplace=FLIPKART&srno=b_4_127&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.JASFGU94SHSF4C89.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Nestle MILO Activ-Go Powder Pouch Nutrition Drink,Nestle,193.0,10.0,215.0,4.3,4582,https://www.flipkart.com/nestle-milo-activ-go-powder-pouch-nutrition-drink/p/itme1905fd2627a1?pid=ESRFJ6JYZHGYMHU9&lid=LSTESRFJ6JYZHGYMHU98UUPKO&marketplace=FLIPKART&srno=b_4_128&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.ESRFJ6JYZHGYMHU9.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Protinex Mama Nutrition Drink,Protinex,342.0,14.0,400.0,4.5,2055,https://www.flipkart.com/protinex-mama-nutrition-drink/p/itmf3ruzfhr5qqx5?pid=PSLEP45QEG3NMYY3&lid=LSTPSLEP45QEG3NMYY3EFXXRC&marketplace=FLIPKART&srno=b_4_129&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.PSLEP45QEG3NMYY3.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Junior Horlicks Vanilla Flavour - Stage 1,Junior,268.0,6.0,288.0,4.5,1790,https://www.flipkart.com/junior-horlicks-vanilla-flavour-stage-1/p/itm6dd70939c31be?pid=MDMEZ9SJ7ZZHZZ9F&lid=LSTMDMEZ9SJ7ZZHZZ9FAXNGEP&marketplace=FLIPKART&srno=b_4_131&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.MDMEZ9SJ7ZZHZZ9F.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Flipkart Supermart Select Unpolished Chana Dal,Flipkart,105.0,25.0,140.0,4.3,322,https://www.flipkart.com/flipkart-supermart-select-unpolished-chana-dal/p/itmewwbtx7s3rzwa?pid=PLSEWWBT4P8YKTCT&lid=LSTPLSEWWBT4P8YKTCTV2UUZH&marketplace=FLIPKART&srno=b_4_136&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.PLSEWWBT4P8YKTCT.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Saffola Peppy Tomato Masala Oats,Saffola,185.0,2.0,190.0,4.4,6599,https://www.flipkart.com/saffola-peppy-tomato-masala-oats/p/itmf5fy5wxqtgdgn?pid=CAFF5FY5RHXEY22G&lid=LSTCAFF5FY5RHXEY22GVABCHS&marketplace=FLIPKART&srno=b_4_137&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.CAFF5FY5RHXEY22G.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Disano Unsweetened Peanut Butter 100% Natural Crunchy 1...,Disano,299.0,40.0,500.0,4.2,2484,https://www.flipkart.com/disano-unsweetened-peanut-butter-100-natural-crunchy-1kg-1-kg/p/itmfd7qqtygsf5hy?pid=JASFD4KG6KY4M5VF&lid=LSTJASFD4KG6KY4M5VFYSUJWG&marketplace=FLIPKART&srno=b_4_138&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.JASFD4KG6KY4M5VF.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
KARACHI BAKERY Fruit Biscuits,KARACHI,165.0,2.0,170.0,4.2,7891,https://www.flipkart.com/karachi-bakery-fruit-biscuits/p/itmew8qsuga8zzxr?pid=CKBEW8QSYWQEGYYW&lid=LSTCKBEW8QSYWQEGYYWHVU0OQ&marketplace=FLIPKART&srno=b_4_139&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.CKBEW8QSYWQEGYYW.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Happilo Premium International Healthy Assorted Nuts,Happilo,657.0,10.0,730.0,4.2,543,https://www.flipkart.com/happilo-premium-international-healthy-assorted-nuts/p/itmf8ykhwhzkum6r?pid=NDFF8YKHBX2WHSMA&lid=LSTNDFF8YKHBX2WHSMA8NYGV1&marketplace=FLIPKART&srno=b_4_142&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.NDFF8YKHBX2WHSMA.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Tate & Lyle Dark Brown Soft Sugar Sugar,Tate,390.0,2.0,399.0,4.7,6,https://www.flipkart.com/tate-lyle-dark-brown-soft-sugar/p/itmf5hhch3upwuek?pid=SUGF5H76QDYDJNJE&lid=LSTSUGF5H76QDYDJNJE7JIPBI&marketplace=FLIPKART&srno=b_4_145&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.SUGF5H76QDYDJNJE.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Salz & Aroma Sugar Candy/Mishri Dana 250 Gram Sugar,Salz,246.0,29.0,351.0,4.6,5,https://www.flipkart.com/salz-aroma-sugar-candy-mishri-dana-250-gram/p/itmfe37y9zxdza84?pid=SUGFE327H4YRZWQ2&lid=LSTSUGFE327H4YRZWQ2HWY3TQ&marketplace=FLIPKART&srno=b_4_148&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.SUGFE327H4YRZWQ2.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
Lipton Tulsi Natura Green Tea Bags Box,Lipton,131.0,9.0,145.0,4.4,49437,https://www.flipkart.com/lipton-tulsi-natura-green-tea-bags-box/p/itmetc92m9tzpkup?pid=TEAETC9264EX7KNH&lid=LSTTEAETC9264EX7KNHSJK1X7&marketplace=FLIPKART&srno=b_4_149&otracker=browse&fm=organic&iid=705164a9-774e-4a60-ac30-0f55ac330df4.TEAETC9264EX7KNH.SEARCH&ssid=e1mfffc3kw0000001591294993973,Flipkart
